Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,KYLIN-3866,13220790,Whether to set mapreduce.application.classpath is determined by the user,gxcheng,gxcheng,Major,Closed,Fixed,11/Mar/19 09:15,10/May/19 06:53,
Bug,KYLIN-3830,13218025,Wrong result when 'SELECT SUM(dim1)' without set a relative metric of dim1.,simpleyuzhang,simpleyuzhang,Major,Closed,Fixed,26/Feb/19 07:33,10/May/19 06:46,
Bug,KYLIN-3993,13230713,Sum over a case statement fails with integer data type,,anoop.krishnaswamy,Major,Open,,29/Apr/19 14:32,30/Apr/19 02:35,
Bug,KYLIN-3964,13229313,"segment overlapped, the status is ""NEW"", last_build_job_id is null, can not  refresh/delete/build this segment",,hejian999,Major,Closed,Fixed,22/Apr/19 02:07,28/Apr/19 02:07,
Bug,KYLIN-3899,13223006,Kylin throws OutOfMemory exception during the sql query ,,zhao jintao,Major,Closed,Fixed,21/Mar/19 07:03,23/Apr/19 12:19,
Bug,KYLIN-2849,13100023,duplicate segment，cannot be deleted and data cannot be refreshed and merged,lidong_sjtu,zhaiyuyong,Major,Closed,Duplicate,06/Sep/17 03:39,22/Apr/19 02:09,
Bug,KYLIN-3800,13213026,Real-time streaming count distinct result wrong,Wayne0101,Wayne0101,Major,Closed,Fixed,31/Jan/19 09:28,16/Apr/19 02:25,
Bug,KYLIN-3902,13223139,NoRealizationFoundException due to creating a wrong JoinDesc,yaho,yaho,Major,Closed,Fixed,21/Mar/19 17:03,16/Apr/19 02:25,
Bug,KYLIN-3916,13224233,Fix cube build action issue after streaming migrate,julianpan,julianpan,Major,Closed,Fixed,27/Mar/19 08:44,16/Apr/19 02:25,
Bug,KYLIN-3923,13225077,UT GeneralColumnDataTest fail,Wayne0101,Wayne0101,Major,Closed,Resolved,31/Mar/19 13:59,16/Apr/19 02:25,
Bug,KYLIN-3779,13210707,JDBC sources with Case sensitive behaviour,,hstefani,Major,Open,,21/Jan/19 08:54,12/Apr/19 02:08,
Bug,KYLIN-3944,13227089,Streaming Cube UI display empty cube planner info,,hit_lacus,Major,Closed,Not A Bug,10/Apr/19 02:59,11/Apr/19 02:31,
Bug,KYLIN-3945,13227090,"Debug in local get error ""Invalid 'log4jConfigLocation' parameter""",Wayne0101,Wayne0101,Major,Closed,Won't Fix,10/Apr/19 03:12,10/Apr/19 05:37,
Bug,KYLIN-3891,13222471,Kylin jdbc throws NoHttpResponseException,,zhao jintao,Major,Closed,Not A Problem,19/Mar/19 03:32,06/Apr/19 15:01,
Bug,KYLIN-3299,13146534,When a column in int data type and encoding as date may will lead build wrong value,Aron.tao,Aron.tao,Major,Open,,20/Mar/18 13:03,01/Apr/19 04:38,
Bug,KYLIN-3827,13217722,kylin 某一字段必须使用trim才可以查出来,,litewood,Major,Closed,Resolved,25/Feb/19 03:49,18/Mar/19 03:41,
Bug,KYLIN-3682,13197967,Error while building sample cube with spark ava.lang.NoClassDefFoundError: Could not initialize class org.apache.kylin.metadata.datatype.DataType,,gauravbrills,Major,Open,,13/Nov/18 04:54,15/Mar/19 19:19,
Bug,KYLIN-3824,13217441,Spark - Extract Fact Table Distinct Columns step causes java.lang.OutOfMemoryError: Java heap space,alex.sidorchuk85,alex.sidorchuk85,Major,Closed,Fixed,22/Feb/19 13:16,13/Mar/19 14:51,
Bug,KYLIN-3836,13218526,Kylin StringUtil.join() may cause NPE if iterator is empty,Wayne0101,Wayne0101,Major,Closed,Fixed,28/Feb/19 03:58,08/Mar/19 01:19,
Bug,KYLIN-3772,13209811,CubeMetaIngester works abnormally,temple.zhou,temple.zhou,Major,Closed,Fixed,16/Jan/19 06:57,08/Mar/19 01:19,
Bug,KYLIN-3782,13211160,ZookeeperDistributedLock can't acquir lock on windows because wrong Path,aahi,aahi,Major,Closed,Fixed,23/Jan/19 02:46,08/Mar/19 01:19,
Bug,KYLIN-3798,13212705,SQL Server cannot list databases,hit_lacus,hit_lacus,Major,Closed,Fixed,30/Jan/19 03:15,08/Mar/19 01:19,
Bug,KYLIN-3799,13212725,Wrong hive-exec jar may be found by find-hive-dependency.sh on CDH,nichunen,nichunen,Major,Closed,Fixed,30/Jan/19 06:18,08/Mar/19 01:19,
Bug,KYLIN-3815,13216304,Unexpected behavior when joinning streaming table and hive table,Wayne0101,Wayne0101,Major,Closed,Fixed,18/Feb/19 06:45,08/Mar/19 01:19,
Bug,KYLIN-3714,13203368,com.esotericsoftware.kryo.KryoException: java.lang.IllegalArgumentException: Class is not registered: scala.reflect.ManifestFactory$$anon$2,alex.sidorchuk85,whenwin,Major,Closed,Fixed,10/Dec/18 07:59,08/Mar/19 01:19,
Bug,KYLIN-3494,13178545, Build cube with spark reports ArrayIndexOutOfBoundsException,liushaohui,rock,Major,Closed,Fixed,13/Aug/18 09:09,08/Mar/19 01:19,
Bug,KYLIN-3778,13210665,Invalid data source for each project at project level,hit_lacus,caiyt2001,Major,Closed,Fixed,21/Jan/19 03:41,08/Mar/19 01:19,
Bug,KYLIN-3801,13213112,find-hive-dependency.sh fail to grep env:CLASSPATH from beeline output,nikniknik,nikniknik,Major,Closed,Fixed,31/Jan/19 15:35,08/Mar/19 01:19,
Bug,KYLIN-3790,13211794,Wrong error code when command executor is  interrupted ,Zhixiong Chen,Zhixiong Chen,Major,Closed,Fixed,25/Jan/19 11:05,08/Mar/19 01:19,
Bug,KYLIN-3776,13210397,Float type in MySQL not properly converted to HIVE Double Type,hit_lacus,hstefani,Major,Closed,Fixed,18/Jan/19 14:44,08/Mar/19 01:19,
Bug,KYLIN-3770,13209611,ZipFileUtils is not compatible CubeMetaIngester,temple.zhou,temple.zhou,Major,Closed,Fixed,15/Jan/19 10:30,08/Mar/19 01:19,
Bug,KYLIN-3828,13217745,ArrayIndexOutOfBoundsException thrown when build a streaming cube with empty data in its first dimension,nichunen,nichunen,Major,Closed,Fixed,25/Feb/19 08:02,08/Mar/19 01:19,
Bug,KYLIN-3727,13205257,"Can not build empty segment, HadoopShellException",alex.sidorchuk85,shiyu,Major,Closed,Fixed,19/Dec/18 00:40,08/Mar/19 01:19,
Bug,KYLIN-3743,13206530,Kylin on druid query no data when partion column as filter,javalife0312@126.com,javalife0312@126.com,Major,Resolved,Fixed,27/Dec/18 02:05,05/Mar/19 02:00,
Bug,KYLIN-3322,13148450,TopN requires a SUM to work,Na Zhai,liyang.gmt8@gmail.com,Major,Open,,27/Mar/18 22:46,27/Feb/19 22:15,
Bug,KYLIN-3803,13213238,query result not correct when lookup table is joined twice,,yaho,Major,Open,,01/Feb/19 05:49,20/Feb/19 12:03,
Bug,KYLIN-3515,13181172,Cubing jobs may interfere with each other if use same hive view,nichunen,nichunen,Major,Closed,Fixed,26/Aug/18 08:50,31/Jan/19 17:06,
Bug,KYLIN-3802,13213125,"Kylin build process fails at step ""Materialize Hive View in Lookup Tables""",,inigoml,Major,Resolved,Resolved,31/Jan/19 17:01,31/Jan/19 17:06,
Bug,KYLIN-2800,13096400,All dictionaries should be built based on the flat hive table,zhengd,zhengd,Major,Closed,Fixed,21/Aug/17 10:33,29/Jan/19 08:40,
Bug,KYLIN-3722,13204715,Error Limit Push Down in Join Related Query,hit_lacus,hit_lacus,Major,Closed,Fixed,16/Dec/18 09:01,27/Jan/19 14:57,
Bug,KYLIN-3748,13206823,No realization found exception thrown when a ready cube is building,nichunen,nichunen,Major,Closed,Fixed,28/Dec/18 14:24,27/Jan/19 14:57,
Bug,KYLIN-3781,13211155,Can not start Kylin in Idea on Windows,Wayne0101,Na Zhai,Major,Resolved,Duplicate,23/Jan/19 02:30,23/Jan/19 03:19,
Bug,KYLIN-2511,13056538,java.lang.NoClassDefFoundError: org/apache/hadoop/hive/serde2/typeinfo/TypeInfo,,kastore,Major,Closed,Fixed,16/Mar/17 03:45,21/Jan/19 06:30,
Bug,KYLIN-3613,13189986,"Kylin with Standalone HBase Cluster (enabled kerberos) could not find the main cluster namespace at  ""Create HTable"" step",skyyws,powerinf,Major,Closed,Fixed,08/Oct/18 02:42,16/Jan/19 15:10,
Bug,KYLIN-3738,13206279,Edit cube measure may make the decimal type change unexpectly,julianpan,julianpan,Major,Closed,Fixed,24/Dec/18 09:23,16/Jan/19 02:10,
Bug,KYLIN-3564,13185440,Could not find or load main class org.apache.hadoop.hbase.util.GetJavaProperty on CDH 6.0.0,caolijun1166,caolijun1166,Major,Resolved,Fixed,17/Sep/18 08:43,14/Jan/19 00:01,
Bug,KYLIN-3590,13187108,Missing argument to exception message String in ModelController,liuyiming.vip,yuzhihong@gmail.com,Major,Closed,Fixed,24/Sep/18 18:20,12/Jan/19 06:41,
Bug,KYLIN-3724,13204840,Kylin IT test sql is unreasonable,hit_lacus,hit_lacus,Major,Closed,Fixed,17/Dec/18 08:51,12/Jan/19 06:41,
Bug,KYLIN-3620,13191089,"""--"" should not be a comment marker use between single quotes in SQL",caolijun1166,fandayrockworld,Major,Closed,Fixed,12/Oct/18 01:03,12/Jan/19 06:41,
Bug,KYLIN-3665,13195874,Partition time column may never be added,Feng Liang,Wayne0101,Major,Closed,Fixed,02/Nov/18 11:19,12/Jan/19 06:41,
Bug,KYLIN-3594,13187352,Select with Catalog fails,hit_lacus,narahari92,Major,Closed,Fixed,25/Sep/18 16:22,12/Jan/19 06:41,
Bug,KYLIN-3406,13165724,"When the /execute_output/ metadata file sinking to HDFS is deleted, the monitoring page does not display any tasks.",hit_lacus,yujie.sun,Major,Closed,Fixed,13/Jun/18 02:50,12/Jan/19 06:41,
Bug,KYLIN-3718,13204195,Segments in volatile range is more than designated value,temple.zhou,temple.zhou,Major,Closed,Fixed,13/Dec/18 10:31,12/Jan/19 06:41,
Bug,KYLIN-3653,13195055,"After kylin configured with hive data source with beeline, build failed if two jobs for creating flat table submitted at same time",nichunen,nichunen,Major,Closed,Fixed,30/Oct/18 08:05,12/Jan/19 06:41,
Bug,KYLIN-3715,13203456,ProjectL2Cache don't be invalidated when adding override config in cube level,walhl,walhl,Major,Closed,Fixed,10/Dec/18 15:26,12/Jan/19 06:41,
Bug,KYLIN-3684,13197997,[Script] find-hive-dependency.sh HIVE_LIB is not set or not resolved correctly,PENG Zhengshuai,PENG Zhengshuai,Major,Closed,Fixed,13/Nov/18 09:41,12/Jan/19 06:41,
Bug,KYLIN-3589,13187104,Different type is used to check presence in Collection in AclPermissionUtil,liuyiming.vip,yuzhihong@gmail.com,Major,Closed,Fixed,24/Sep/18 18:17,12/Jan/19 06:41,
Bug,KYLIN-3619,13190552,Some job won't clean up temp directory after finished,jiaoew1991,jiaoew1991,Major,Closed,Fixed,10/Oct/18 03:52,12/Jan/19 06:41,
Bug,KYLIN-3586,13186909,Boxing/unboxing to parse a primitive is suboptimal,caolijun1166,yuzhihong@gmail.com,Major,Closed,Fixed,23/Sep/18 20:34,12/Jan/19 06:41,
Bug,KYLIN-3578,13186895,Do not synchronize on the intrinsic locks of high-level concurrency objects,hit_lacus,yuzhihong@gmail.com,Major,Closed,Fixed,23/Sep/18 17:27,12/Jan/19 06:41,
Bug,KYLIN-3580,13186897,CuboidStatsUtil#complementRowCountForMandatoryCuboids uses entrySet to add elements,caolijun1166,yuzhihong@gmail.com,Major,Closed,Fixed,23/Sep/18 17:47,12/Jan/19 06:41,
Bug,KYLIN-3607,13188550,can't build cube with spark in v2.5.0,caolijun1166,akottisa,Major,Closed,Fixed,01/Oct/18 15:25,12/Jan/19 06:41,
Bug,KYLIN-3699,13200169,SparkCubingByLayer. Root cause: null ,Wayne0101,windTa1ker,Major,Closed,Fixed,23/Nov/18 02:54,12/Jan/19 06:41,
Bug,KYLIN-3680,13197688,Spark cubing failed with JDBC resource,Wayne0101,Zhixiong Chen,Major,Closed,Fixed,12/Nov/18 02:39,12/Jan/19 06:41,
Bug,KYLIN-2841,13099540,LIMIT pushdown should be applied to subquery,zhengd,visualskyrim,Major,Closed,Fixed,04/Sep/17 06:18,12/Jan/19 06:41,
Bug,KYLIN-3710,13202466,JDBC data source not support Spark cubing,Wayne0101,Wayne0101,Major,Closed,Fixed,05/Dec/18 09:09,12/Jan/19 06:41,
Bug,KYLIN-3734,13205712,"UT Failed:Invalid path string ""/kylin/../examples/test_metadata/job_engine/global_job_engine_lock""",Wayne0101,Wayne0101,Major,Closed,Fixed,20/Dec/18 12:35,12/Jan/19 06:41,
Bug,KYLIN-3763,13208485,Kylin failed to start with CDH 6.1.0,,travisgu,Major,Closed,Invalid,09/Jan/19 07:24,09/Jan/19 09:43,
Bug,KYLIN-3750,13207201,java.lang.NoSuchMethodError: org.apache.tomcat.JarScanner.scan,,liyd,Major,Closed,Fixed,02/Jan/19 02:49,04/Jan/19 03:03,
Bug,KYLIN-3249,13137281,Default hybrid cube priority should be the same as of a regular cube,shaofengshi,seva_ostapenko,Major,Open,,08/Feb/18 22:35,02/Jan/19 02:19,
Bug,KYLIN-3746,13206727,Limit should not be pushed down when group by an expression ,hit_lacus,meizhennan,Major,Open,,28/Dec/18 04:15,28/Dec/18 06:50,
Bug,KYLIN-3658,13195533,The keywords of Hive are not supported By Kylin,,zhixin,Major,Closed,Duplicate,01/Nov/18 02:13,27/Dec/18 06:04,
Bug,KYLIN-3713,13202990,Error size statis of segment,,walhl,Major,Open,,07/Dec/18 08:59,26/Dec/18 06:10,
Bug,KYLIN-3728,13205271,unexpected behavior when do fix holes for steaming cube,,whenwin,Major,Open,,19/Dec/18 03:21,25/Dec/18 07:50,
Bug,KYLIN-2243,13024975,TopN memory estimation is inaccurate in some cases,shaofengshi,shaofengshi,Major,Closed,Fixed,02/Dec/16 03:40,25/Dec/18 02:16,
Bug,KYLIN-2973,13112546,Potential issue of not atomically update cube instance map,yaho,yaho,Major,Closed,Fixed,27/Oct/17 09:16,24/Dec/18 07:48,
Bug,KYLIN-3085,13123112,CubeManager.updateCube() must not update the cached CubeInstance,liyang.gmt8@gmail.com,liyang.gmt8@gmail.com,Major,Closed,Fixed,06/Dec/17 07:36,24/Dec/18 07:47,
Bug,KYLIN-1819,12982586,Exception swallowed when start DefaultScheduler fail,magang,magang,Major,Closed,Fixed,24/Jun/16 06:50,24/Dec/18 03:27,
Bug,KYLIN-3297,13146418,sql在解析>大值 and <小值的时候，kylin出现内存溢出。,,xer001,Major,Open,,20/Mar/18 00:30,14/Dec/18 09:50,
Bug,KYLIN-3668,13196422,Performing a cube build error on the Chinese hive table field,yichen.zhou,wxs,Major,Open,,06/Nov/18 06:46,14/Dec/18 09:35,
Bug,KYLIN-3719,13204221,使用superset的时候执行查询语句失败,,wzq,Major,Resolved,Fixed,13/Dec/18 12:34,14/Dec/18 03:10,
Bug,KYLIN-3717,13204039,Authentication error when executing migration script,,walhl,Major,Closed,Fixed,12/Dec/18 16:24,13/Dec/18 10:45,
Bug,KYLIN-3644,13193525,NumberFormatExcetion on null values when building cube with Spark,Wayne0101,hstefani,Major,Closed,Fixed,23/Oct/18 10:03,11/Dec/18 13:11,
Bug,KYLIN-3187,13132483,"JDK APIs using the default locale, time zone or character set should be avoided",liukaige,yuzhihong@gmail.com,Major,Closed,Fixed,21/Jan/18 03:06,06/Dec/18 07:54,
Bug,KYLIN-3126,13126690,"Query fails with ""Error while compiling generated Java code"" when equality condition is used, and works when equivalent IN clause is specified",,seva_ostapenko,Major,Open,,22/Dec/17 00:13,04/Dec/18 08:24,
Bug,KYLIN-3689,13198366,"When the startTime is equal to the endTime in build request, the segment will build all data.",Hongtao He,Hongtao He,Major,Closed,Fixed,14/Nov/18 15:28,04/Dec/18 04:28,
Bug,KYLIN-3678,13197316,CacheStateChecker may remove a cache file that under building,shaofengshi,shaofengshi,Major,Closed,Fixed,09/Nov/18 06:23,04/Dec/18 04:28,
Bug,KYLIN-3683,13197981,package org.apache.commons.lang3 not exists,shaofengshi,Hongtao He,Major,Closed,Fixed,13/Nov/18 07:46,04/Dec/18 04:28,
Bug,KYLIN-3666,13196235,Mege cube step 2: Update dictionary throws IllegalStateException,Wayne0101,jshmchenxi,Major,Closed,Fixed,05/Nov/18 12:09,04/Dec/18 04:28,
Bug,KYLIN-3693,13199171,"TopN, Count distinct incorrect in Spark engine",shaofengshi,shaofengshi,Major,Closed,Fixed,18/Nov/18 13:54,04/Dec/18 04:28,
Bug,KYLIN-3397,13164087,Kylin UI Timestemp(GMT) issue,,praveenece,Major,Open,,05/Jun/18 06:25,03/Dec/18 03:11,
Bug,KYLIN-3517,13181488,Couldn't update coprocessor on HBase 2.0,caolijun1166,shaofengshi,Major,Closed,Fixed,28/Aug/18 00:31,28/Nov/18 02:55,
Bug,KYLIN-3696,13199493,TOPN度量在同一个模型下2个cube同时开启统计值不准与真实值差得较多,,yangwei,Major,Closed,Duplicate,20/Nov/18 03:02,28/Nov/18 02:24,
Bug,KYLIN-3675,13197110,Unknown host exception when building cube of create HTable steps.,,jackyWoo,Major,Closed,Fixed,08/Nov/18 12:20,20/Nov/18 09:35,
Bug,KYLIN-3688,13198289,查询问题,,shixiao,Major,Closed,Not A Problem,14/Nov/18 10:42,20/Nov/18 01:38,
Bug,KYLIN-3667,13196285,ArrayIndexOutOfBoundsException in NDCuboidBuilder,,hstefani,Major,Closed,Cannot Reproduce,05/Nov/18 16:45,12/Nov/18 09:40,
Bug,KYLIN-3677,13197295,sql查询导致socket异常（管道断开）,,zhaosibo,Major,Open,,09/Nov/18 02:14,09/Nov/18 02:14,
Bug,KYLIN-3674,13197042,count distinct > count(*)/sum(1),,cc666,Major,Open,,08/Nov/18 08:25,08/Nov/18 08:32,
Bug,KYLIN-3649,13194324,segment region count and size are not correct when using mysql  as Kylin metadata storage,chitin,chitin,Major,Closed,Fixed,26/Oct/18 06:52,06/Nov/18 09:48,
Bug,KYLIN-2200,13021074,CompileException on UNION ALL query when result only contains one column,gaodayue,gaodayue,Major,Closed,Fixed,16/Nov/16 08:35,06/Nov/18 02:21,
Bug,KYLIN-3546,13183928,Kylin doesn't persist FK to intermediate table if FK is not a dimension,hit_lacus,xiewenliang,Major,Closed,Fixed,10/Sep/18 03:55,06/Nov/18 02:21,
Bug,KYLIN-3635,13192508,Percentile calculation on Spark engine is wrong,shaofengshi,shaofengshi,Major,Closed,Fixed,18/Oct/18 11:12,06/Nov/18 02:21,
Bug,KYLIN-3651,13194694,JDBCResourceStore doesn't list all resources,shaofengshi,shaofengshi,Major,Closed,Fixed,28/Oct/18 14:02,06/Nov/18 02:21,
Bug,KYLIN-3647,13193826,Fix inconsistent states of job and its sub-task,hit_lacus,hit_lacus,Major,Closed,Fixed,24/Oct/18 10:47,06/Nov/18 02:21,
Bug,KYLIN-3633,13191793,Dead lock may happen in building global dictionary,nichunen,nichunen,Major,Closed,Fixed,16/Oct/18 04:58,06/Nov/18 02:21,
Bug,KYLIN-3634,13192131,When filter column has null value may cause incorrect query result,506340561@qq.com,506340561@qq.com,Major,Closed,Fixed,17/Oct/18 06:01,06/Nov/18 02:21,
Bug,KYLIN-3629,13191422,NullPointException throws when use preparedStatement cache in some case,magang,magang,Major,Closed,Fixed,14/Oct/18 02:03,06/Nov/18 02:21,
Bug,KYLIN-3660,13195551,"subquery, join wiht two cube return No Result",,jiahua.hu,Major,Closed,Not A Bug,01/Nov/18 04:11,01/Nov/18 12:15,
Bug,KYLIN-3661,13195558,query return inconsistent result,,whenwin,Major,Open,,01/Nov/18 06:11,01/Nov/18 06:11,
Bug,KYLIN-3637,13192732,Union All not working with count(),,shaofengshi,Major,Closed,Duplicate,19/Oct/18 02:40,29/Oct/18 08:34,
Bug,KYLIN-3438,13169706,mapreduce.job.queuename does not work at 'Convert Cuboid Data to HFile' Step,wuyingjun,powerinf,Major,Closed,Fixed,03/Jul/18 06:35,25/Oct/18 02:17,
Bug,KYLIN-3639,13192811,"ArrayIndexOutOfBoundsException at step ""Extract Fact Table Distinct Columns""",whenwin,whenwin,Major,Closed,Not A Problem,19/Oct/18 10:25,22/Oct/18 14:37,
Bug,KYLIN-3601,13188089,The max connection number generated by the PreparedContextPool is inconsistent with the configuration.,,kofiori,Major,Open,,28/Sep/18 07:18,18/Oct/18 08:19,
Bug,KYLIN-1472,12947599,Export csv get error when there is a plus sign in the sql,nichunen,nichunen,Major,Closed,Fixed,07/Mar/16 02:36,17/Oct/18 01:19,
Bug,KYLIN-966,12858908,"When user creates a cube, if enter a name which already exists, Kylin will thrown expection on last step",nichunen,shaofengshi,Major,Closed,Fixed,26/Aug/15 08:36,17/Oct/18 01:16,
Bug,KYLIN-1148,12913198,"Edit project's name and cancel edit, project's name still modified",nichunen,nichunen,Major,Closed,Fixed,16/Nov/15 02:26,17/Oct/18 01:14,
Bug,KYLIN-3627,13191104,calcite-core-1.13.0-kylin-r4,,zhixin,Major,Closed,Not A Problem,12/Oct/18 02:47,15/Oct/18 01:51,
Bug,KYLIN-3615,13190012,Create Intermediate Flat Hive Table,,itRexLin,Major,Closed,Not A Problem,08/Oct/18 06:31,12/Oct/18 03:51,
Bug,KYLIN-3616,13190013,Create Intermediate Flat Hive Table失败,,itRexLin,Major,Closed,Not A Problem,08/Oct/18 06:38,12/Oct/18 03:50,
Bug,KYLIN-3596,13187477,kafka使用特殊字符或hql关键字作为key，跑cube作业的时候创建hive临时表报错,hit_lacus,xiewenliang,Major,Closed,Won't Fix,26/Sep/18 00:39,08/Oct/18 11:38,
Bug,KYLIN-2892,13104535,Make Kylin compile with Java 9,,yuzhihong@gmail.com,Major,Open,,23/Sep/17 17:45,29/Sep/18 12:54,
Bug,KYLIN-3256,13139030,Filter of dates do not work,,jlbellier,Major,Closed,Duplicate,16/Feb/18 13:16,20/Sep/18 01:45,
Bug,KYLIN-1876,12988666,Star Schema also supports more than one fact table,,Rahul_Kylin,Major,Closed,Won't Fix,12/Jul/16 09:15,19/Sep/18 01:51,
Bug,KYLIN-3554,13184250,"Spark job failed but Yarn shows SUCCEED, causing Kylin move to next step",shaofengshi,shaofengshi,Major,Closed,Fixed,11/Sep/18 07:35,17/Sep/18 10:57,
Bug,KYLIN-3553,13184249,Upgrade Tomcat to 7.0.90.,xingpeng1,xingpeng1,Major,Closed,Fixed,11/Sep/18 07:28,17/Sep/18 10:57,
Bug,KYLIN-3399,13164258,Leaked lookup table in DictionaryGeneratorCLI#processSegment,Aron.tao,yuzhihong@gmail.com,Major,Closed,Fixed,05/Jun/18 19:06,17/Sep/18 00:59,
Bug,KYLIN-2522,13059412,Compilation fails with Java 8 when upgrading to hbase 1.2.5,shaofengshi,yuzhihong@gmail.com,Major,Closed,Fixed,27/Mar/17 14:39,17/Sep/18 00:59,
Bug,KYLIN-3535,13182751,"""kylin-port-replace-util.sh"" changed port but not uncomment it",yichen.zhou,yichen.zhou,Major,Closed,Fixed,04/Sep/18 08:11,17/Sep/18 00:59,
Bug,KYLIN-3462,13173721,"""dfs.replication=2"" and compression not work in Spark cube engine",shaofengshi,shaofengshi,Major,Closed,Fixed,23/Jul/18 05:47,17/Sep/18 00:59,
Bug,KYLIN-3446,13171703,Convert to HFile in spark reports ZK connection refused,yichen.zhou,shaofengshi,Major,Closed,Fixed,12/Jul/18 10:52,17/Sep/18 00:59,
Bug,KYLIN-3390,13162392,QueryInterceptorUtil.queryInterceptors is not thread safe,hn5092,hn5092,Major,Closed,Fixed,28/May/18 13:04,17/Sep/18 00:59,
Bug,KYLIN-3385,13161957,Error when have sum(1) measure,Yifei_Wu94,Yifei_Wu94,Major,Closed,Fixed,25/May/18 02:05,17/Sep/18 00:59,
Bug,KYLIN-3477,13176008,Spark job size not available when deployMode is cluster,Wayne0101,Na Zhai,Major,Closed,Fixed,01/Aug/18 02:31,17/Sep/18 00:59,
Bug,KYLIN-3529,13182712,Prompt not friendly,Wayne0101,Na Zhai,Major,Closed,Fixed,04/Sep/18 03:19,17/Sep/18 00:59,
Bug,KYLIN-3534,13182746,Failed at update cube info step,Wayne0101,yichen.zhou,Major,Closed,Fixed,04/Sep/18 07:45,17/Sep/18 00:59,
Bug,KYLIN-2933,13109084,Fix compilation against the Kafka 1.0.0 release,Na Zhai,yuzhihong@gmail.com,Major,Closed,Fixed,12/Oct/17 23:23,17/Sep/18 00:59,
Bug,KYLIN-3458,13172814,Enabling config kylin.job.retry will cause log info incomplete,Xinbei,Xinbei,Major,Closed,Fixed,18/Jul/18 02:27,17/Sep/18 00:59,
Bug,KYLIN-3533,13182743,Can not save hybrid,Wayne0101,Na Zhai,Major,Closed,Fixed,04/Sep/18 07:34,17/Sep/18 00:59,
Bug,KYLIN-3379,13158922,timestampadd bug fix and add test,Aron.tao,mahongbin,Major,Closed,Fixed,13/May/18 03:00,17/Sep/18 00:59,
Bug,KYLIN-2614,13071645,DefaultX509TrustManager has unimplemented methods,,yuzhihong@gmail.com,Major,Closed,Not A Problem,12/May/17 19:19,14/Sep/18 06:16,
Bug,KYLIN-2315,13030314,Kylin run mode query not update metadata,,hoangle,Major,Closed,Not A Bug,23/Dec/16 06:57,14/Sep/18 06:16,
Bug,KYLIN-3273,13142333,Download page must not link to dist.apache.org,shaofengshi,sebb,Major,Closed,Fixed,04/Mar/18 11:06,14/Sep/18 06:14,
Bug,KYLIN-1403,12936666,Kylin Hive Column Cardinality Job unable to read bucketed table,gwang3,hd2,Major,Closed,Not A Problem,04/Feb/16 09:34,14/Sep/18 04:12,
Bug,KYLIN-3286,13144212,cube build step3 error,,wfcfan,Major,Closed,Incomplete,12/Mar/18 03:28,14/Sep/18 03:49,
Bug,KYLIN-3318,13148102,Kylin 2.3 UI top n group by only show dimension columns,,vula2,Major,Closed,Not A Problem,27/Mar/18 01:55,14/Sep/18 03:49,
Bug,KYLIN-2094,13012194,Build Step #3 - java.lang.VerifyError: class com.mapr.fs.proto.Common$ServiceData overrides final method getParserForType.()Lcom/google/protobuf/Parser;,lidong_sjtu,calaba@gmail.com,Major,Closed,Fixed,14/Oct/16 00:00,14/Sep/18 03:01,
Bug,KYLIN-1868,12988178,Page is blank with JS error,zhongjian,shaofengshi,Major,Closed,Fixed,11/Jul/16 03:08,14/Sep/18 02:56,
Bug,KYLIN-793,12833354,Count(COL) should exclude null value rows,,liyang.gmt8@gmail.com,Major,Resolved,Fixed,28/May/15 09:09,14/Sep/18 02:54,
Bug,KYLIN-1989,13001591,Sum(expression): result not consistent with hive,mahongbin,halevanha,Major,Closed,Fixed,31/Aug/16 08:42,14/Sep/18 02:53,
Bug,KYLIN-3407,13165734,java.io.FileNotFoundException: File does not exist: hdfs://localhost:9000/**/hive/lib/hive-catalog-core not found,,Apachemidha26,Major,Closed,Incomplete,13/Jun/18 05:31,14/Sep/18 01:56,
Bug,KYLIN-2049,13007400,Incorrect AVG result with NULL measure values,,liyang.gmt8@gmail.com,Major,Closed,Fixed,25/Sep/16 00:49,14/Sep/18 01:53,
Bug,KYLIN-3530,13182723,All cubes disabled but table still can be seen in Insight page,,Na Zhai,Major,Closed,Not A Problem,04/Sep/18 03:50,11/Sep/18 09:40,
Bug,KYLIN-3524,13182525,"Clone cube reports ""Overwriting conflict /project/learn_kylin.json"" error",,shaofengshi,Major,Closed,Not A Problem,02/Sep/18 12:29,11/Sep/18 03:21,
Bug,KYLIN-3548,13183981,Typo on Community page,shaofengshi,sebb,Major,Closed,Fixed,10/Sep/18 09:11,11/Sep/18 00:58,
Bug,KYLIN-3549,13183983,Download page must link to KEYS at https://www.apache.org/dist/kylin/KEYS,yaho,sebb,Major,Closed,Fixed,10/Sep/18 09:14,11/Sep/18 00:58,
Bug,KYLIN-3403,13165501,"Querying sample cube with filter ""KYLIN_CAL_DT.WEEK_BEG_DT >= CAST('2001-09-09' AS DATE)"" returns unexpected empty result set ",event,event,Major,Closed,Fixed,12/Jun/18 06:52,09/Sep/18 05:53,
Bug,KYLIN-3391,13162394,BadQueryDetector  only detect first query,hn5092,hn5092,Major,Closed,Fixed,28/May/18 13:09,09/Sep/18 05:53,
