Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,ATLAS-4115,13355356,Ranger Tag Sync via ATLAS,,tansheet,Major,Open,,29/Jan/21 06:33,03/Feb/21 10:27,
Bug,ATLAS-4122,13356314,Advanced Search: Fix for within clause with Double Quote Values,amestry,amestry,Major,Resolved,Fixed,02/Feb/21 23:02,03/Feb/21 05:22,
Bug,ATLAS-4119,13355925,Atlas REST API Documentation has links leading to 404,,umesh.padashetty,Major,Open,,01/Feb/21 13:00,01/Feb/21 13:03,
Bug,ATLAS-4107,13353640,Atlas not picking the ldap bind password from the correct jceks file.,nixon,nixon,Major,Resolved,Fixed,21/Jan/21 04:01,28/Jan/21 23:24,
Bug,ATLAS-3993,13335324,Atlas throwing authentication errors while using Remote Cassandra Cluster on Docker,,dprateek,Major,Open,,14/Oct/20 03:02,26/Jan/21 15:06,
Bug,ATLAS-4110,13353865,Result of DSL query inconsistent with basic query result,deepam1982,deepam1982,Major,Resolved,Fixed,21/Jan/21 23:11,26/Jan/21 02:01,
Bug,ATLAS-2932,13193703,Update DSL to use Java Traversal API,amestry,apoorvnaik,Major,Resolved,Fixed,23/Oct/18 22:43,21/Jan/21 23:37,
Bug,ATLAS-4099,13351869,"adls_gen2_directory, Hive Hook : An extra ""/"" is seen in adls_gen2_directory created by Hook",sidharthkmishra,sidharthkmishra,Major,Resolved,Fixed,12/Jan/21 21:40,14/Jan/21 06:51,
Bug,ATLAS-4097,13351018,update zookeeper download url for recent zookeeper version upgrade,madhan,madhan,Major,Resolved,Fixed,08/Jan/21 06:36,08/Jan/21 21:40,
Bug,ATLAS-4085,13346581,"The result page in dsl does not contain links to the result when ""__guid"" is not a part of the query",deepam1982,dharshmk,Major,Resolved,Not A Problem,17/Dec/20 12:09,06/Jan/21 22:27,
Bug,ATLAS-3980,13333882,"classic UI: When classification is created, the left pane takes the control to the end of the long list of classifications",kevalbhatt,kevalbhatt,Major,Resolved,Fixed,06/Oct/20 09:05,05/Jan/21 05:25,
Bug,ATLAS-4066,13344905,[UI] Attribute Filter: 'is null' and 'is not null' does not work for user-defined properties ,prasadpp13,umesh.padashetty,Major,Resolved,Fixed,08/Dec/20 19:27,24/Dec/20 04:31,
Bug,ATLAS-4071,13345196,Fail to delete typedefs,,andrewzhu,Major,Open,,10/Dec/20 04:11,18/Dec/20 06:00,
Bug,ATLAS-4067,13344912,"In Entity Audits tab, show action as ""user-defined properties added/updated/deleted"" instead of plain 'Entity Updated'",deepam1982,umesh.padashetty,Major,Resolved,Fixed,08/Dec/20 19:47,16/Dec/20 19:03,
Bug,ATLAS-4084,13346306,Atlas-503 error,,vijay251,Major,Open,,16/Dec/20 09:03,16/Dec/20 09:11,
Bug,ATLAS-4078,13345776,UI - Lineage tab not shown on UI for entity with type Dataset or Process.,prasadpp13,nixon,Major,Resolved,Fixed,14/Dec/20 06:14,16/Dec/20 07:11,
Bug,ATLAS-4081,13346007,Atlas incorrectly reports successful change to glossary term,sidharthkmishra,sidharthkmishra,Major,Resolved,Fixed,15/Dec/20 01:52,15/Dec/20 21:28,
Bug,ATLAS-4062,13344495,[UI] Fails to create Classification if the validity period is greater than 12 hours,prasadpp13,durgak,Major,Resolved,Fixed,07/Dec/20 06:39,15/Dec/20 04:19,
Bug,ATLAS-4072,13345373,spark_column_lineage missing for insert into select * queries run via spark-shell,,umesh.padashetty,Major,Open,,10/Dec/20 20:08,10/Dec/20 20:09,
Bug,ATLAS-4024,13340425,Atlas terms are not imported to target cluster using Atlas export/import API,amestry,umesh.padashetty,Major,Resolved,Fixed,13/Nov/20 04:15,10/Dec/20 19:07,
Bug,ATLAS-4070,13345146,hive_column_lineage <guid>.json and impala_column_lineage <guid>.json files are missing in /admin/export zip file,mandar_va,umesh.padashetty,Major,Open,,09/Dec/20 21:41,10/Dec/20 05:17,
Bug,ATLAS-4059,13344077,Rename Configuration flag for importing internal Kafka topics,deepam1982,deepam1982,Major,Resolved,Fixed,03/Dec/20 18:17,10/Dec/20 04:35,
Bug,ATLAS-3913,13321467,Swagger documentation for APIs,nbonte,nbonte,Major,Resolved,Fixed,07/Aug/20 08:21,09/Dec/20 12:01,
Bug,ATLAS-3966,13330266,Newer value for a property in application configuration is not loaded ,deepam1982,deepam1982,Major,Resolved,Fixed,01/Oct/20 01:05,02/Dec/20 20:15,
Bug,ATLAS-4043,13341799,"Atlas import-kafka.sh does not import ""__consumer_offsets"" topic",deepam1982,umesh.padashetty,Major,Resolved,Fixed,20/Nov/20 13:58,02/Dec/20 19:36,
Bug,ATLAS-4055,13342754,Basic search doesn't work if the search text has special characters,jayendrap,jayendrap,Major,Resolved,Fixed,26/Nov/20 05:29,01/Dec/20 11:41,
Bug,ATLAS-4047,13342192,Audits Framework: Handling Long List,amestry,amestry,Major,Reopened,,23/Nov/20 18:19,30/Nov/20 18:47,
Bug,ATLAS-4048,13342444,Import Service: Entity Creation: Updates to Business Metadata,amestry,umesh.padashetty,Major,Resolved,Fixed,24/Nov/20 18:22,25/Nov/20 05:24,
Bug,ATLAS-4044,13341802,There is no way to differentiate between complete (non-shell) and incomplete (shell) entities in UI,deepam1982,umesh.padashetty,Major,Resolved,Fixed,20/Nov/20 14:31,24/Nov/20 14:19,
Bug,ATLAS-4037,13341314,Empty Client ID Field in Admin audits,deepam1982,dharshmk,Major,Resolved,Fixed,18/Nov/20 12:01,23/Nov/20 22:25,
Bug,ATLAS-4036,13341309,"Empty ""Users"" Field in Admin audits",deepam1982,dharshmk,Major,Resolved,Fixed,18/Nov/20 11:45,23/Nov/20 22:24,
Bug,ATLAS-3941,13327461,NotificationHookConsumer: Reduce Retry Pause Interval,amestry,amestry,Major,Resolved,Fixed,14/Sep/20 15:28,20/Nov/20 21:45,18/Sep/20 00:00
Bug,ATLAS-4023,13340376,Import Service: Labels Not Importing Correctly,amestry,amestry,Major,Resolved,Fixed,12/Nov/20 23:10,20/Nov/20 20:09,
Bug,ATLAS-4025,13340438,[Export/Import] Removing a classification from the entity in source cluster does not remove the classification in target cluster ,amestry,umesh.padashetty,Major,Resolved,Fixed,13/Nov/20 06:43,20/Nov/20 20:09,
Bug,ATLAS-4035,13341307,End-time in SERVER_STATE_ACTIVE audits might be N/A instead of the value since it has same value as start time,deepam1982,dharshmk,Major,Resolved,Not A Bug,18/Nov/20 11:41,20/Nov/20 06:22,
Bug,ATLAS-4032,13341258,Filter group option in the Admin Audit tab is not giving the expected output,mandar_va,dharshmk,Major,Patch Available,,18/Nov/20 08:36,20/Nov/20 03:10,
Bug,ATLAS-3899,13318350,"Not able to add or update businessAttributes using ""/guid/{guid}/businessmetadata/{bmName}"" API in EntityRest",radhikak,jyoti_08,Major,In Progress,,20/Jul/20 23:08,19/Nov/20 22:20,
Bug,ATLAS-4022,13340172,Atlas UI: After d3 verion upgrade profile tab not working,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,12/Nov/20 09:59,19/Nov/20 04:24,
Bug,ATLAS-4013,13338609,JanusGraph 0.5.1 is not compatible with elasticsearch 5.*,radhikak,wforget,Major,Resolved,Fixed,03/Nov/20 10:21,18/Nov/20 22:12,
Bug,ATLAS-4016,13339493,"Update authorization - ""admin-audits"" for retrieving admin audits",mandar_va,nixon,Major,Resolved,Fixed,09/Nov/20 10:44,18/Nov/20 14:09,
Bug,ATLAS-4033,13341280,"Properties for kerberos couldn't be got, because of path issue",,teddy123,Major,Open,,18/Nov/20 09:30,18/Nov/20 09:35,
Bug,ATLAS-3813,13307649,Import-<hive/kafka>.sh script shows wrong message of Import success even when there are no database/table/topic are imported in the System,mandar_va,mandar_va,Major,Patch Available,,27/May/20 08:28,12/Nov/20 08:18,
Bug,ATLAS-4021,13340037,'npm install' failed: System Exit error 1,,batman135,Major,Open,,11/Nov/20 19:00,12/Nov/20 07:46,
Bug,ATLAS-2752,13165314,"Atlas start up fail with error ""Error creating bean with name 'graphTransactionAdvisor'",,MaheshKakol,Major,Open,,11/Jun/18 12:41,09/Nov/20 17:20,
Bug,ATLAS-2682,13159307,Atlas startup fails when configuring External HBase.,,lks21c,Major,Open,,15/May/18 04:36,09/Nov/20 17:17,
Bug,ATLAS-4014,13338769,changeMarker in Atlas Export API response does not get updated,,umesh.padashetty,Major,Open,,04/Nov/20 05:41,04/Nov/20 05:41,
Bug,ATLAS-3816,13308020,Backport: Basic search issue with IndexSerializer,nbonte,nbonte,Major,Resolved,Fixed,28/May/20 12:18,02/Nov/20 09:13,
Bug,ATLAS-4009,13337474,"Atlas Build with -Pdist,embedded-hbase-solr  option fails on master. ",madhan,nixon,Major,Resolved,Fixed,27/Oct/20 16:40,27/Oct/20 17:30,
Bug,ATLAS-4005,13336905,DSL search gives error if select clause contains attributes with null values,jayendrap,jayendrap,Major,Resolved,Fixed,23/Oct/20 10:46,27/Oct/20 07:41,
Bug,ATLAS-3219,13234327,Implemented new serviceType Rest API,ZepHakase,Zep,Major,Resolved,Duplicate,20/May/19 14:18,26/Oct/20 15:06,
Bug,ATLAS-3997,13336208,Topic ATLAS_HOOK has no timestamp,,yuyu_1998,Major,Resolved,Fixed,20/Oct/20 06:41,22/Oct/20 07:15,
Bug,ATLAS-3995,13335393,Atlas should support additional keystore/truststores types besides JKS,nixon,nixon,Major,Resolved,Fixed,14/Oct/20 11:25,22/Oct/20 07:02,
Bug,ATLAS-3998,13336274,Build Atlas : [ERROR] Unable to save binary /home/ec2-user/apache-atlas-sources-2.0.0/dashboardv2/target/node_modules/node-sass/vendor/linux-x64-57 : { Error: EACCES: permission denie,,ashbittech,Major,Open,,20/Oct/20 11:16,20/Oct/20 11:24,
Bug,ATLAS-3990,13335202,"UI: When user clicks to view hive-table details, shown some wrong tabs",kevalbhatt,durgak,Major,Resolved,Fixed,13/Oct/20 10:29,14/Oct/20 12:25,
Bug,ATLAS-3991,13335224,UI: Handlebar helper number format issue,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,13/Oct/20 12:48,13/Oct/20 13:24,
Bug,ATLAS-3989,13334731,Behavior change in Atlas API to get Atlas Server object during metadata replication,amestry,amestry,Major,Resolved,Fixed,09/Oct/20 22:23,12/Oct/20 05:39,
Bug,ATLAS-3987,13334584,Atlas client export API does not pass server response code in case of failure,deepam1982,deepam1982,Major,Resolved,Fixed,09/Oct/20 07:50,09/Oct/20 18:09,
Bug,ATLAS-3978,13333844,"In Administration, Audits filter for 'OR' condition does not work",kevalbhatt,durgak,Major,Resolved,Fixed,06/Oct/20 06:34,09/Oct/20 10:41,
Bug,ATLAS-3612,13284485,Error while starting apache atlas,,pcmbalaji,Major,Open,,11/Feb/20 03:27,09/Oct/20 10:11,
Bug,ATLAS-3692,13294197,[Business Metadata] Incorrect values for long data type being stored ,kevalbhatt,umesh.padashetty,Major,Resolved,Fixed,26/Mar/20 13:10,08/Oct/20 10:05,
Bug,ATLAS-3964,13330122,Atlas UI displays large numbers incorrectly,deepam1982,deepam1982,Major,Resolved,Fixed,30/Sep/20 08:14,08/Oct/20 10:05,
Bug,ATLAS-3979,13333880,Beta UI : Removing one of the filters with an attribute name removes all of the filters with that attribute name.,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,06/Oct/20 09:03,08/Oct/20 09:52,
Bug,ATLAS-3981,13333885,UI: Create Entity button is shown for a user without create entity permission in ranger,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,06/Oct/20 09:09,08/Oct/20 09:52,
Bug,ATLAS-3971,13333716,Move authorization check for Business Metadata before type exist check,nixon,nixon,Major,Resolved,Fixed,05/Oct/20 12:43,08/Oct/20 06:57,
Bug,ATLAS-3965,13330251,Relationships with null values are missing in entity relationshipAttributes,deepam1982,deepam1982,Major,Resolved,Fixed,30/Sep/20 21:05,08/Oct/20 05:18,
Bug,ATLAS-3967,13330361,"On creating a type with a type_name of a different category, 409 conflict error is thrown",dharshmk,dharshmk,Major,Resolved,Not A Bug,01/Oct/20 13:12,06/Oct/20 06:08,
Bug,ATLAS-3974,13333828,User is able to associate non-readable classification to entity,,dharshmk,Major,Open,,06/Oct/20 01:45,06/Oct/20 01:45,
Bug,ATLAS-3968,13330363,"When un-authorised reader reads a type using the guid, the error message mentions about the type name instead of the guid",nixon,dharshmk,Major,Resolved,Fixed,01/Oct/20 13:15,05/Oct/20 06:12,
Bug,ATLAS-3961,13329782,Atlas should encrypt LDAP/AD bind user password,,slambe,Major,Resolved,Fixed,28/Sep/20 17:00,30/Sep/20 07:24,
Bug,ATLAS-3082,13222673, /var/log/atlas/application.log has unclear message,chaitali,xyu2017,Major,Resolved,Not A Bug,19/Mar/19 20:44,30/Sep/20 07:10,
Bug,ATLAS-3963,13329842,Atlas api 'atlas/v2/types/typedefs/headers' does not give information about business metadata,nixon,dharshmk,Major,Resolved,Duplicate,29/Sep/20 05:31,29/Sep/20 12:14,
Bug,ATLAS-3962,13329837,Include business metadata def header in typdefs headers API,nixon,nixon,Major,Resolved,Fixed,29/Sep/20 04:40,29/Sep/20 12:14,
Bug,ATLAS-3960,13329726,Testcase failing [testGetDefinition(org.apache.atlas.web.integration.TypedefsJerseyResourceIT)] ,,nixon,Major,Open,,28/Sep/20 10:45,28/Sep/20 10:45,
Bug,ATLAS-3955,13329156,"Read Type Auth, UI : detailsPage doesn't load for user who has read permission for entity but no read auth for entity's type",kevalbhatt,kevalbhatt,Major,Resolved,Fixed,24/Sep/20 08:08,24/Sep/20 09:53,
Bug,ATLAS-3948,13328085,Entity Creation: Index Consistency: Java Patch Handler: Provide Option to Disable,amestry,amestry,Major,Resolved,Fixed,17/Sep/20 16:36,22/Sep/20 10:00,
Bug,ATLAS-3944,13327936,Logs of import scripts should go to Atlas default log directory,deepam1982,deepam1982,Major,Resolved,Fixed,16/Sep/20 23:37,22/Sep/20 10:00,
Bug,ATLAS-3945,13327971,"UI: Entity details page,  Show N/A for date if date value is 0 or null",kevalbhatt,kevalbhatt,Major,Resolved,Fixed,17/Sep/20 06:48,22/Sep/20 10:00,
Bug,ATLAS-3951,13328558,Authorize entity-type for type-read permission before creating entity of that type.,nixon,nixon,Major,Patch Available,,21/Sep/20 12:56,21/Sep/20 14:00,
Bug,ATLAS-3942,13327629,Refactoring AtlasTypeDefGraphStore code to remove authz check reading typedef while delete-type,nixon,nixon,Major,Resolved,Fixed,15/Sep/20 09:10,16/Sep/20 13:12,
Bug,ATLAS-3940,13327366,Upgrade snakeyaml to a version without CVE-2017-18640 ,,nixon,Major,Open,,14/Sep/20 07:00,16/Sep/20 07:57,
Bug,ATLAS-3824,13309284,update README.txt to replace earlier version references to 2.1.0,madhan,madhan,Major,Resolved,Fixed,03/Jun/20 21:52,10/Sep/20 16:25,
Bug,ATLAS-3925,13324400,UI: Properties with value 0 or false are displayed as N/A for ,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,25/Aug/20 07:24,03/Sep/20 13:12,
Bug,ATLAS-3874,13314508,NotificationHookConsumer: Shell Entity Resolution When Multiple Consumers Process Same Entity,amestry,amestry,Major,Resolved,Fixed,01/Jul/20 15:45,02/Sep/20 07:01,
Bug,ATLAS-3876,13315076,Relationship Search API not showing correct approximateCount,pinal,pinal,Major,Resolved,Fixed,06/Jul/20 05:51,28/Aug/20 05:00,
Bug,ATLAS-3880,13315410,BasicSearch: Multiple type/tag: Log invalid and allow searching valid type/tag names,pinal,pinal,Major,Resolved,Fixed,07/Jul/20 13:32,28/Aug/20 04:58,
Bug,ATLAS-3888,13316113,"BasicSearch: Multiple type/tag: [Regression], Restrict when tag filters and regex in tag ",pinal,pinal,Major,Resolved,Fixed,10/Jul/20 09:48,28/Aug/20 04:58,
Bug,ATLAS-3848,13312212,Quick Search : Incorrect aggregation metrics,pinal,pinal,Major,Resolved,Fixed,18/Jun/20 12:14,28/Aug/20 04:56,
Bug,ATLAS-3920,13322444,Harmonize joda-time to version 2.10.latest,,mayank_nj,Major,Open,,13/Aug/20 04:40,27/Aug/20 22:50,
Bug,ATLAS-3583,13279024,"Use Audit framework to generate audit entries for TypeDefs CREATE, UPDATE and DELETE",mandar_va,mandar_va,Major,Resolved,Fixed,13/Jan/20 09:25,26/Aug/20 06:44,
Bug,ATLAS-3822,13308864,"UI changes: Audit entries for TypeDefs CREATE, UPDATE and DELETE",kevalbhatt,mandar_va,Major,Resolved,Fixed,02/Jun/20 05:05,26/Aug/20 06:44,
Bug,ATLAS-3927,13324429,403 unauthorized to access atlas webui using keycloak authentication method,,hmr.ramzi,Major,Resolved,Duplicate,25/Aug/20 09:45,25/Aug/20 09:48,
Bug,ATLAS-3928,13324431,403 unauthorized to access atlas webui using keycloak authentication method,,hmr.ramzi,Major,Open,,25/Aug/20 09:47,25/Aug/20 09:47,
Bug,ATLAS-3884,13315608,Unable to access Apache Atlas UI http://localhost:21000,,Vidyats,Major,Open,,08/Jul/20 11:02,11/Aug/20 22:34,
Bug,ATLAS-3914,13321553,atlas build failure on HiveMetastoreBridgeIT test cases,,smartyjuice,Major,Open,,07/Aug/20 15:44,07/Aug/20 15:45,
Bug,ATLAS-3907,13320222,Entity Creation: Index Consistency: Java Patch Handler,amestry,amestry,Major,Resolved,Fixed,30/Jul/20 15:42,31/Jul/20 15:46,
Bug,ATLAS-3902,13319016,Import Service: Importing Data With Differing GUIDs for Same Unique Attributes Causes Errors in Certain Cases,amestry,amestry,Major,Resolved,Fixed,23/Jul/20 17:48,24/Jul/20 16:59,31/Jul/20 00:00
Bug,ATLAS-3901,13318660,AD user default role,,theo11,Major,Open,,22/Jul/20 09:56,23/Jul/20 06:10,
Bug,ATLAS-3897,13317407,UI: Normalize list of propagated classifications,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,17/Jul/20 12:42,22/Jul/20 10:10,
Bug,ATLAS-3879,13315393,Ozone: ozone_key entity is directly created under ozone_bucket,nbonte,nbonte,Major,Resolved,Fixed,07/Jul/20 12:26,22/Jul/20 07:47,
Bug,ATLAS-3894,13316865,UI: User is able to add and remove business metadata from deleted entities,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,15/Jul/20 08:50,20/Jul/20 06:59,
Bug,ATLAS-3896,13317161,Doc build not working when we run mvn clean site,kevalbhatt,kevalbhatt,Major,Resolved,Duplicate,16/Jul/20 12:39,16/Jul/20 12:43,
Bug,ATLAS-3893,13316838,Update jackson lib version to 2.10.3,nixon,nixon,Major,Open,,15/Jul/20 06:29,15/Jul/20 06:29,
Bug,ATLAS-3885,13315639,import-hive.sh: Hive entities with Ozone location created by import-hive.sh creates hdfs_path entity instead of ozone in Atlas,nbonte,nbonte,Major,Resolved,Fixed,08/Jul/20 14:02,13/Jul/20 19:31,
Bug,ATLAS-3889,13316312,Error while running Apache Atlas quick_start.py,,Vidyats,Major,Open,,12/Jul/20 03:07,12/Jul/20 03:07,
Bug,ATLAS-3877,13315220,Purged entity audit throws 404 Entity not found error,sidharthkmishra,sharmadhas,Major,Resolved,Fixed,06/Jul/20 19:31,08/Jul/20 18:57,
Bug,ATLAS-3845,13311960,Audit API  returns the audit information for an unauthorised entity,chaitali,chaitali,Major,Resolved,Fixed,17/Jun/20 12:45,08/Jul/20 18:57,
Bug,ATLAS-3882,13315554,Classic UI: Loader not disappearing while assigning category to term ,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,08/Jul/20 06:49,08/Jul/20 11:17,
Bug,ATLAS-3452,13261296,Update jackson.databind.version to 2.10.0,django,Jantner,Major,Resolved,Fixed,09/Oct/19 11:33,08/Jul/20 10:47,
Bug,ATLAS-3883,13315605,Upgrade jackson-databind to version 2.10.0,,nixon,Major,Resolved,Duplicate,08/Jul/20 10:42,08/Jul/20 10:47,
Bug,ATLAS-3869,13314214,Upgrade httpclient from 4.5.3 to 4.5.4,nixon,nixon,Major,Resolved,Fixed,30/Jun/20 06:30,02/Jul/20 13:57,
Bug,ATLAS-3873,13314497,branch-0.8 - Optimisation for findByTypeAndPropertyName method and isNotEmpty check for entityType.getAllSubTypes(),nixon,nixon,Major,Open,,01/Jul/20 14:28,01/Jul/20 14:36,
Bug,ATLAS-3840,13311165,"Atlas website's html meta description is set to ""My awesome app using docz""",umesh.padashetty,umesh.padashetty,Major,Resolved,Fixed,12/Jun/20 16:12,01/Jul/20 12:21,
Bug,ATLAS-3866,13313911,Relationship search API for hive storage desc throws error code 500,pinal,pinal,Major,Resolved,Fixed,29/Jun/20 04:02,29/Jun/20 22:56,
Bug,ATLAS-3787,13304071,"When running import scripts, Fails with ""FileNotFoundException"" if path in ATLAS_LOG_DIR is missing",chaitali,chaitali,Major,In Progress,,11/May/20 10:10,24/Jun/20 07:42,
Bug,ATLAS-3783,13303154,DSL query search should return results for both the relationship edge directions ,chaitali,chaitali,Major,Resolved,Fixed,06/May/20 16:15,24/Jun/20 07:30,
Bug,ATLAS-3850,13312448,"Regression, Terms are not getting displayed",pinal,pinal,Major,Resolved,Fixed,19/Jun/20 11:25,23/Jun/20 20:09,
Bug,ATLAS-3854,13312805,Upgrade Spring Security version to 4.2.16,mandar_va,mandar_va,Major,Resolved,Fixed,22/Jun/20 10:22,22/Jun/20 20:06,
Bug,ATLAS-3847,13312137,atlas-graphdb-janus install fail : Atlas Graph Database Implementation Dependencies 2.0.0 - sleepycat/je/7.4.5/je-7.4.5 is not exists,,MinSung,Major,Open,,18/Jun/20 08:17,18/Jun/20 08:42,
Bug,ATLAS-3014,13206911,Could not transfer artifact org.apache:apache:xml:site_en:17,,dengjade,Major,Open,,29/Dec/18 08:08,16/Jun/20 05:52,
Bug,ATLAS-3842,13311601,Docker image failing,,hannahkamundson,Major,Open,,16/Jun/20 02:17,16/Jun/20 02:18,
Bug,ATLAS-3829,13310375,UI: Clicking on meanings from relationship tab should redirect to terms details page.,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,09/Jun/20 11:46,10/Jun/20 11:20,
Bug,ATLAS-3832,13310509,Atlas notification consumer hook is not consuming from atlas_hook topic on Azure Event Hub,,kenny-bui-slalom,Major,Open,,10/Jun/20 00:20,10/Jun/20 03:30,
Bug,ATLAS-3826,13310227,Basic search not using index query for string tokenized attributes,sarath,sarath,Major,Resolved,Fixed,08/Jun/20 21:15,09/Jun/20 00:42,
Bug,ATLAS-3766,13301998,Atlas Admin Audit UI pagination is not working,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,30/Apr/20 06:22,05/Jun/20 05:58,
Bug,ATLAS-3825,13309297,import business metadata - incorrect attribute value assignement,madhan,madhan,Major,Resolved,Fixed,04/Jun/20 00:29,04/Jun/20 03:50,
Bug,ATLAS-3823,13309100,BasicSearch: Incorrect warning for the Unsupported operator.,pinal,pinal,Major,Resolved,Fixed,03/Jun/20 05:07,03/Jun/20 11:34,
Bug,ATLAS-3775,13302353,Migration Import Display: Incorrect Status Display,amestry,amestry,Major,Resolved,Fixed,01/May/20 20:23,03/Jun/20 07:47,04/May/20 00:00
Bug,ATLAS-3799,13305063,Migration Import: EntityConsumer Adds GUIDs to Result that Will Not Get Cleared,amestry,amestry,Major,Resolved,Fixed,14/May/20 22:06,02/Jun/20 20:36,
Bug,ATLAS-3796,13304736,Migration Import Display: StatusReporter Does not Remove Processed Items,amestry,amestry,Major,Resolved,Fixed,13/May/20 17:45,02/Jun/20 20:36,14/May/20 00:00
Bug,ATLAS-3520,13267449,"Regression: DSL query with ""like"" clause with ""_"" and ""AND"" returns unexpected entities.",amestry,nbonte,Major,Resolved,Fixed,11/Nov/19 11:40,01/Jun/20 23:37,
Bug,ATLAS-3806,13306869,Classifications information missing in notification events during entity create/update,sidharthkmishra,sidharthkmishra,Major,Resolved,Fixed,22/May/20 20:35,01/Jun/20 05:41,
Bug,ATLAS-3779,13302626,Inmemory JAASConfig issue in Atlas,mayank_nj,mayank_nj,Major,Resolved,Fixed,04/May/20 12:01,30/May/20 20:00,
Bug,ATLAS-3818,13308207,Set 0.0.0.0 in atlas.server.bind.address property forces Atlas to run on localhost,,rmartine,Major,Open,,29/May/20 01:08,29/May/20 01:08,
Bug,ATLAS-3789,13304272,UI: Date format is not correct for classfication validity periods.,kevalbhatt,kevalbhatt,Major,Resolved,Fixed,12/May/20 05:20,27/May/20 15:44,
Bug,ATLAS-3805,13306669,"UI:-  Basic Search: System Attribute 'typeName' in classification filter, should list classification Names in drop down",kevalbhatt,kevalbhatt,Major,Resolved,Fixed,22/May/20 04:23,27/May/20 15:44,
Bug,ATLAS-1530,13040823,update committer/ppmc members contact and employment info in the pom.xml,,gss2002,Major,Resolved,Fixed,07/Feb/17 01:46,27/May/20 14:32,
Bug,ATLAS-3615,13285029,Basic Search : Search with _ALL_ENTITY_TYPES and classification doesn't not fetch any entity associated to that classification,pinal,pinal,Major,Resolved,Fixed,13/Feb/20 09:05,22/May/20 13:38,
Bug,ATLAS-3600,13282192,Some System Attribute of Entity filter doesn't work,pinal,mayank_nj,Major,Resolved,Fixed,29/Jan/20 13:46,22/May/20 13:38,
Bug,ATLAS-3650,13289431,Basic Search: query of typeName doesn't apply when it has many subTypes(like Asset) in combination with attribute filter,pinal,pinal,Major,Resolved,Fixed,04/Mar/20 04:26,22/May/20 13:37,
Bug,ATLAS-3618,13285062,Entities with no guid appears in search result,pinal,pinal,Major,Resolved,Fixed,13/Feb/20 11:37,22/May/20 13:37,
Bug,ATLAS-3680,13293334,Regression : _ALL_ENTITY_TYPES with any system attribute filter throws 500 exception,pinal,umesh.padashetty,Major,Resolved,Fixed,23/Mar/20 16:06,22/May/20 13:35,
Bug,ATLAS-3703,13294893,"BasicSearch: Search by terms/Search by text in combination of Classification filter, filter doesn't work",pinal,pinal,Major,Resolved,Fixed,30/Mar/20 05:19,22/May/20 13:34,
Bug,ATLAS-3672,13292871,Search with Classification without filters and Entity with filters doesn't fetch expected results.,pinal,pinal,Major,Resolved,Fixed,20/Mar/20 09:16,22/May/20 13:34,
Bug,ATLAS-3746,13299958,_NOT_CLASSIFIED doesn't fetch right results,pinal,pinal,Major,Resolved,Fixed,21/Apr/20 10:29,22/May/20 13:33,
Bug,ATLAS-3753,13300329,Classification Search with wildcard in between strings causes issues.,pinal,pinal,Major,Resolved,Fixed,22/Apr/20 17:55,22/May/20 13:32,
Bug,ATLAS-3802,13306175,"BasicSearch: filter, attribute with NEQ operator doesn't match attribute having null values",pinal,pinal,Major,Resolved,Fixed,20/May/20 11:57,22/May/20 13:31,
Bug,ATLAS-3792,13304290,"New UI:  makes it mandate to apply an attribute filter when ""Filters"" is selected even if the user just wants to select ""Show Deleted Entities""",kevalbhatt,kevalbhatt,Major,Resolved,Fixed,12/May/20 06:37,21/May/20 17:00,
Bug,ATLAS-3791,13304282,"New UI: In valid option are visible For _CLASSIFIED , _NOT_CLASSIFIED, _ALL_CLASSIFICATION_TYPES",kevalbhatt,kevalbhatt,Major,Resolved,Fixed,12/May/20 06:16,21/May/20 17:00,
Bug,ATLAS-1591,13045736,Repository test failures with Titan1 profile,,guptaneeru,Major,Resolved,Abandoned,23/Feb/17 19:37,18/May/20 05:45,
Bug,ATLAS-2809,13176722,Updates to SimpleAuthorizer for Relationship endpoints,nixon,nixon,Major,Resolved,Fixed,03/Aug/18 14:24,18/May/20 05:44,
Bug,ATLAS-1720,13061641,Add titan storage.lock.wait-time for Berkley DB to fix intermittent IT failures ,sarath,sarath,Major,Resolved,Abandoned,05/Apr/17 07:08,18/May/20 05:41,
Bug,ATLAS-1438,13033401,Unable to generate the bridge model json,,davidrad,Major,Resolved,Information Provided,10/Jan/17 14:29,18/May/20 05:28,
Bug,ATLAS-1318,13022629,Atlas Type System does not have DELETE API,,breadpowder,Major,Resolved,Done,22/Nov/16 21:08,18/May/20 05:22,
Bug,ATLAS-1264,13017225,can't disable authentication,,jhalliday,Major,Resolved,Not A Bug,02/Nov/16 13:13,18/May/20 05:16,
