Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,FLUME-2173,12664721,Exactly once semantics for Flume,hshreedharan,hshreedharan,Major,Open,,20/Aug/13 22:39,23/Jul/16 16:29,
Bug,FLUME-2641,12781001,Drop Java 6 support post Flume 1.6,,hshreedharan,Major,Resolved,Implemented,10/Mar/15 22:10,23/Jul/16 09:13,
Bug,FLUME-2514,12749772,Some TestFileChannelRestart tests are extremely slow,smolav,smolav,Major,Resolved,Fixed,22/Oct/14 13:38,22/Jul/16 07:21,
Bug,FLUME-2761,12854033,Move Hive sink out of preview mode,roshan_naik,roshan_naik,Major,Resolved,Fixed,11/Aug/15 02:00,21/Jul/16 03:30,
Bug,FLUME-2203,12672085,Flume uses jsr-305 annotations without declaring it in the pom,hshreedharan,hshreedharan,Major,Patch Available,,03/Oct/13 05:11,15/Jul/16 00:10,
Bug,FLUME-2952,12988518,SyslogAgent possible NPE on stop(),mpercy,mpercy,Major,Resolved,Fixed,12/Jul/16 02:55,14/Jul/16 02:29,
Bug,FLUME-2950,12988143,ReliableSpoolingFileEventReader.rollCurrentFile is broken,liorze,liorze,Major,Resolved,Fixed,10/Jul/16 17:06,11/Jul/16 00:08,
Bug,FLUME-2949,12988045,Flume fails to build on Windows,liorze,liorze,Major,Resolved,Fixed,09/Jul/16 14:36,09/Jul/16 23:48,
Bug,FLUME-2870,12934678,Flume agent throw NULLPOINTEXCEPTION when use kakfa-source,denes,justdebugit,Major,Open,,28/Jan/16 04:17,30/Jun/16 08:16,
Bug,FLUME-2448,12736332,Building flume from trunk failing with dependency error,,ankul.rastogi,Major,Resolved,Fixed,24/Aug/14 10:16,28/Jun/16 04:22,
Bug,FLUME-2132,12658870,Exception while syncing from Flume to HDFS,,avyakrita,Major,Resolved,Incomplete,20/Jul/13 05:24,25/Jun/16 12:43,
Bug,FLUME-2143,12661632,Flume build occasionally fails with OutOfMemoryError on Windows.,roshan_naik,roshan_naik,Major,Resolved,Not A Problem,05/Aug/13 04:00,25/Jun/16 12:36,
Bug,FLUME-2762,12854052,Improve HDFS Sink performance,roshan_naik,roshan_naik,Major,Resolved,Invalid,11/Aug/15 04:37,21/Jun/16 22:15,
Bug,FLUME-2847,12916756,Dot notation in field names of ElastricSearch sink,,ilijav@gmail.com,Major,Resolved,Not A Problem,28/Nov/15 19:36,21/Jun/16 21:14,
Bug,FLUME-2746,12848338,How to include this Flume Patch in Flume 1.5.2 ?,,sutanudas.,Major,Resolved,Not A Problem,22/Jul/15 18:26,20/Jun/16 18:32,
Bug,FLUME-2897,12954123,AsyncHBase sink NPE when Channel.getTransaction() fails,mpercy,mpercy,Major,Closed,Fixed,28/Mar/16 22:17,18/Jun/16 21:29,
Bug,FLUME-2773,12859651,TailDirSource throws FileNotFound Exception if ~/.flume directory is not created already,jrufus,jrufus,Major,Closed,Fixed,27/Aug/15 16:54,18/Jun/16 17:35,
Bug,FLUME-2763,12854231,flume_env script should handle jvm parameters like -javaagent -agentpath -agentlib,neerjakhattar,jrufus,Major,Closed,Fixed,11/Aug/15 18:54,18/Jun/16 17:35,
Bug,FLUME-2754,12851293,Hive Sink skipping first transaction in each Batch of Hive Transactions,deepesh,roshan_naik,Major,Closed,Fixed,04/Aug/15 04:00,18/Jun/16 17:35,
Bug,FLUME-2753,12851221,Error when specifying empty replace string in Search and Replace Interceptor,jrufus,jrufus,Major,Closed,Fixed,03/Aug/15 21:38,18/Jun/16 17:35,
Bug,FLUME-2751,12849758,Upgrade Derby version to 10.11.1.1,jrufus,jrufus,Major,Closed,Fixed,28/Jul/15 21:09,18/Jun/16 17:34,
Bug,FLUME-2749,12849475,Kerberos configuration error when using short names in multiple HDFS Sinks,jrufus,jrufus,Major,Closed,Fixed,27/Jul/15 23:50,18/Jun/16 17:34,
Bug,FLUME-2738,12843385,Async HBase sink FD leak on client shutdown,jrufus,jrufus,Major,Closed,Fixed,08/Jul/15 02:16,18/Jun/16 17:34,
Bug,FLUME-2734,12842657,Kafka Channel timeout property is overridden by default value,jrufus,jrufus,Major,Closed,Fixed,04/Jul/15 16:32,18/Jun/16 17:34,
Bug,FLUME-2732,12842479,Make maximum tolerated failures before shutting down and recreating client in AsyncHbaseSink configurable,jrufus,jrufus,Major,Closed,Fixed,03/Jul/15 01:13,18/Jun/16 17:34,
Bug,FLUME-2712,12833599,Optional channel errors slows down the Source to Main channel event rate,jrufus,jrufus,Major,Closed,Fixed,28/May/15 22:27,18/Jun/16 17:31,
Bug,FLUME-2660,12819089,Add documentation for EventValidator,paliwalashish,hshreedharan,Major,Closed,Fixed,07/Apr/15 21:49,18/Jun/16 17:30,
Bug,FLUME-2485,12745367,Thrift Source tests fail on Oracle JDK 8,myr0ch@gmail.com,smolav,Major,Closed,Fixed,01/Oct/14 22:14,18/Jun/16 17:27,
Bug,FLUME-2804,12896620,Hive sink - abort remaining transactions on shutdown,sriharsha,sriharsha,Major,Closed,Fixed,26/Sep/15 20:41,18/Jun/16 17:24,
Bug,FLUME-2806,12902191,flume-ng.ps1 Error running script to start an agent on Windows,lmousseau,lmousseau,Major,Closed,Fixed,02/Oct/15 19:46,18/Jun/16 17:24,
Bug,FLUME-2835,12909348, Hive Sink tests need to create table with transactional property set,sriharsha,sriharsha,Major,Closed,Fixed,30/Oct/15 22:41,18/Jun/16 17:22,
Bug,FLUME-2841,12914050,Upgrade commons-collections to 3.2.2,hshreedharan,hshreedharan,Major,Closed,Fixed,18/Nov/15 09:13,18/Jun/16 17:22,
Bug,FLUME-2881,12938208,Windows Launch Script fails in plugins dir code,jonathansmith,jonathansmith,Major,Closed,Fixed,10/Feb/16 15:41,18/Jun/16 17:20,
Bug,FLUME-2886,12941305,Optional Channels can cause OOMs,hshreedharan,hshreedharan,Major,Closed,Fixed,23/Feb/16 07:10,18/Jun/16 17:20,
Bug,FLUME-2889,12943086,Fixes to  DateTime computations,tmgstev,roshan_naik,Major,Closed,Fixed,24/Feb/16 21:38,18/Jun/16 17:19,
Bug,FLUME-2891,12948169,Revert FLUME-2712 and FLUME-2886,hshreedharan,hshreedharan,Major,Closed,Fixed,08/Mar/16 21:36,18/Jun/16 17:19,
Bug,FLUME-2908,12965296,NetcatSource - SocketChannel not closed when session is broken,granthenke,granthenke,Major,Closed,Fixed,05/May/16 15:17,18/Jun/16 17:18,
Bug,FLUME-2915,12973298,The kafka channel using new APIs will be stuck when the sink is avro sink,jholoman,zhangzhonglai,Major,Closed,Fixed,27/May/16 04:51,18/Jun/16 17:17,
Bug,FLUME-2913,12973112,Flume classpath too long,bessbd,bessbd,Major,Closed,Fixed,26/May/16 16:09,18/Jun/16 17:17,
Bug,FLUME-2674,12821417,Flume 1.6 release,jrufus,hshreedharan,Major,Closed,Fixed,16/Apr/15 05:08,16/Jun/16 19:05,
Bug,FLUME-2566,12758897,BucketWriter tries to close file endlessly,jrufus,tychol,Major,Closed,Duplicate,02/Dec/14 14:14,16/Jun/16 19:02,
Bug,FLUME-2515,12749778,"TestExecSource.testMonitoredCounterGroup sometimes fails, on some environments",,smolav,Major,Closed,Duplicate,22/Oct/14 14:03,16/Jun/16 19:01,
Bug,FLUME-2680,12822011,HBase-1 is java 7 only - revert hbase-1 commits from 1.6 branch ,jrufus,hshreedharan,Major,Resolved,Fixed,17/Apr/15 21:46,16/Jun/16 18:29,
Bug,FLUME-2649,12783582,Elasticsearch sink doesn't handle JSON fields correctly,bfiorini,faelenor,Major,Resolved,Fixed,20/Mar/15 12:25,16/Jun/16 18:29,
Bug,FLUME-2916,12974253,Regression bug FLUME-2209,,jamiguet,Major,Open,,31/May/16 15:26,31/May/16 15:27,
Bug,FLUME-2708,12833180,Running flume-ng in a directory-structure that has spaces in directory names is an issue,,rcritt,Major,Open,,27/May/15 20:46,20/May/16 15:23,
Bug,FLUME-2709,12833182,Running flume-ng in a directory-structure that has spaces in directory names is an issue,,rcritt,Major,Resolved,Duplicate,27/May/15 20:52,20/May/16 15:23,
Bug,FLUME-2851,12919791,Flume Source IgnorePattern multiple regex,,shashikantkulkarni,Major,Resolved,Not A Problem,07/Dec/15 18:01,20/May/16 15:01,
Bug,FLUME-2789,12862781,Kafka sink sends messages to the source topic by mistake ,,qdutj,Major,Open,,09/Sep/15 15:06,19/May/16 17:06,
Bug,FLUME-2848,12917199,Kafka Source could not work with Kafka Sink,,afirus,Major,Open,,01/Dec/15 09:44,19/May/16 17:06,
Bug,FLUME-2814,12905417,flume kafka sink does not write events to configured sink topic when source is also from other topic of kafka,,manohar3,Major,Open,,16/Oct/15 05:24,25/Apr/16 13:39,
Bug,FLUME-2899,12956524,elasticsearch-sink does not support IPv6 address for hostNames,,calvincheng,Major,Open,,06/Apr/16 15:25,06/Apr/16 17:54,
Bug,FLUME-2885,12940492,Handle payloads larger than 2k via SyslogUDPSource,,javadegava,Major,Open,,19/Feb/16 13:00,24/Mar/16 13:32,
Bug,FLUME-2887,12941335,Source fan-out and event duplication,,aalloul@hotmail.fr,Major,Open,,23/Feb/16 09:13,24/Mar/16 06:11,
Bug,FLUME-2285,12686543,"FileChannel Erroneously Reports ""Usable Space Exhausted""",,msknapp,Major,Open,,27/Dec/13 17:58,15/Mar/16 07:45,
Bug,FLUME-2280,12685767,Multiple Selector -Mapping..,,vijaykadel,Major,Open,,20/Dec/13 09:23,20/Feb/16 22:31,
Bug,FLUME-2884,12940195,Tag not allowed in ElasticSearch indexNameBuilder properties,,julien_sobczak,Major,Patch Available,,18/Feb/16 16:39,18/Feb/16 16:46,
Bug,FLUME-2808,12902500,TailDirSource fails to process the source if one of the directories configured for file groups does not exist,bimaltandel,arpitgupta,Major,Open,,05/Oct/15 20:54,03/Feb/16 19:09,
Bug,FLUME-1295,12595336,RollingFileSink need to be able to construct directory path based on escape sequence,ted.m,bmarthi,Major,Open,,20/Jun/12 20:36,02/Feb/16 17:55,
Bug,FLUME-2840,12913685,Use Kafka Channel occur exception with zookeeper,,NextMark,Major,Patch Available,,17/Nov/15 12:45,20/Jan/16 01:59,
Bug,FLUME-2735,12842663,Kafka Channel needs zookeeper.jar to function without errors,jrufus,jrufus,Major,Resolved,Duplicate,04/Jul/15 17:14,19/Jan/16 07:00,
Bug,FLUME-2646,12782473,Add JSON and CSV entity parsers to DatasetSink,rdblue,rdblue,Major,Patch Available,,17/Mar/15 05:02,04/Jan/16 11:07,
Bug,FLUME-2861,12923467,KafkaChannel decomission can lead to loss of data,,blipe,Major,Open,,21/Dec/15 16:05,21/Dec/15 16:20,
Bug,FLUME-2862,12923470,KafkaChannel rollback can reorder events,,blipe,Major,Open,,21/Dec/15 16:17,21/Dec/15 16:18,
Bug,FLUME-2850,12919666,FileChannel should allow take operation when minimumRequiredSpace runs out,,tychol,Major,Open,,07/Dec/15 11:52,08/Dec/15 02:28,
Bug,FLUME-2845,12916391,FLumeAuthenticator.startCredentialRefresher is not called in HDFS sink source,,stanley_shi,Major,Open,,26/Nov/15 09:35,26/Nov/15 09:35,
Bug,FLUME-2842,12914997,Priority in syslog messages is always present,,Lujeni,Major,Open,,20/Nov/15 21:23,24/Nov/15 15:40,
Bug,FLUME-2435,12730366,elasticsearchsink: IndexNameBuilder configuration fails,,marpe,Major,Patch Available,,29/Jul/14 00:10,23/Nov/15 14:47,
Bug,FLUME-2838,12911192,Syslog Sinks use 'flume.syslog.status' header which breaks in ElasticSearch 2.0,,diranged,Major,Open,,06/Nov/15 19:54,06/Nov/15 20:49,
Bug,FLUME-2836,12910292,Flume and Cassandra sink,,jvnath,Major,Resolved,Won't Fix,04/Nov/15 09:29,04/Nov/15 14:33,
Bug,FLUME-2832,12909117,Caught exception during HTTP server start,,hari,Major,Resolved,Won't Fix,30/Oct/15 06:08,30/Oct/15 20:14,
Bug,FLUME-2815,12906121,OrderSelector may lead to no sink to use.,,tcltsh,Major,Open,,20/Oct/15 02:30,28/Oct/15 02:20,
Bug,FLUME-2828,12907907,Flume agent fails to parse files with emoji when the source type is spooldir,,idodo,Major,Open,,26/Oct/15 13:22,26/Oct/15 13:22,
Bug,FLUME-2307,12692562,Remove Log writetimeout,hshreedharan,szesch,Major,Resolved,Fixed,31/Jan/14 18:51,19/Oct/15 18:57,
Bug,FLUME-2777,12860447,Tail Dir Source leads to duplicate events on rolling the tailed file,jrufus,jrufus,Major,Patch Available,,28/Aug/15 23:14,15/Oct/15 05:23,
Bug,FLUME-2809,12903589,sink.kite.DatasetSink MalformedInputException,,jovan,Major,Open,,09/Oct/15 01:00,09/Oct/15 01:00,
Bug,FLUME-2805,12900989,Error while getting events from Kafka java.lang.IndexOutOfBoundsException,,charliezhang,Major,Open,,28/Sep/15 09:50,28/Sep/15 12:21,
Bug,FLUME-1670,12614067,AvroClient/Agent should return with valid error code when it terminates in error state,,hshreedharan,Major,Patch Available,,30/Oct/12 18:45,21/Sep/15 23:31,
Bug,FLUME-2664,12820149,Site profile fails due to dependency issues,jrufus,hshreedharan,Major,Resolved,Fixed,10/Apr/15 18:03,19/Sep/15 17:52,
Bug,FLUME-2670,12821037,Modify dependencies to not pull hadoop/hive related jars,jrufus,jrufus,Major,Resolved,Fixed,15/Apr/15 01:35,19/Sep/15 17:52,
Bug,FLUME-2772,12858916,"SpoolDirectorySource drop event while the channel is full, with no any exception",,whylu,Major,Open,,26/Aug/15 08:58,19/Sep/15 17:52,
Bug,FLUME-2673,12821338,Remove unused import in TestLog ,jrufus,jrufus,Major,Resolved,Fixed,15/Apr/15 22:09,19/Sep/15 17:52,
Bug,FLUME-2769,12858322,Elastic Search Sink throws exceptions on messages that look like JSON,,agentgt,Major,Open,,24/Aug/15 16:09,19/Sep/15 17:52,
Bug,FLUME-2780,12860877,How can the Tail Dir Source collect the archived log,,yinghua_zh,Major,Open,,01/Sep/15 02:47,19/Sep/15 17:52,
Bug,FLUME-2665,12820289,Update documentation for hdfs.closeTries based on FLUME-2586,jrufus,jrufus,Major,Resolved,Fixed,11/Apr/15 10:25,19/Sep/15 17:52,
Bug,FLUME-2793,12863443,JDBC Channel supported databases discrepancy,,dvohra,Major,Open,,11/Sep/15 15:31,11/Sep/15 15:31,
Bug,FLUME-2768,12857334,"New ElasticSearch ""structured"" log behavior is wrong, and dangerous.",,diranged,Major,Open,,19/Aug/15 21:40,24/Aug/15 21:16,
Bug,FLUME-2395,12718311,Flume does not shutdown cleanly on sending a term signal when it is receiving events,,rahulrv,Major,Open,,04/Jun/14 05:37,19/Aug/15 22:17,
Bug,FLUME-2126,12657472,Problem in elasticsearch sink when the event body is a complex field,,mpaladin,Major,Resolved,Fixed,12/Jul/13 15:07,19/Aug/15 18:52,
Bug,FLUME-2766,12856805,Add deserializer support to TailDir source,,roshan_naik,Major,Open,,18/Aug/15 02:45,18/Aug/15 02:45,
Bug,FLUME-2748,12849376,ThriftLegacySource produces exception due to wrongly compiled thrift definitions,,t.heintz,Major,Open,,27/Jul/15 17:07,27/Jul/15 17:07,
Bug,FLUME-2743,12845439,Flume Bandwidth Throttling,,ashokramcse,Major,Open,,15/Jul/15 23:47,16/Jul/15 00:01,
Bug,FLUME-2739,12843396,Memory channel does not release the put permits from the bytesRemaining semaphore ,,yinghua_zh,Major,Open,,08/Jul/15 04:16,09/Jul/15 02:59,
Bug,FLUME-2741,12843458,"hdfs sink could not close file,should remove writer from sfWriters",,liu xiaofei,Major,Open,,08/Jul/15 08:58,08/Jul/15 08:58,
Bug,FLUME-2731,12841715,Flume Agent throws OutOfMemoryError during load tests.,,wildsheep,Major,Open,,30/Jun/15 15:06,07/Jul/15 20:10,
Bug,FLUME-2733,12842610,BlobDeserializer's default maxBlobLength should be less than 64 MB,jrufus,jrufus,Major,Open,,03/Jul/15 18:08,03/Jul/15 18:08,
Bug,FLUME-2727,12840161,FLUME - enhancement ,,talbs1986,Major,Open,,24/Jun/15 10:25,24/Jun/15 15:18,
Bug,FLUME-2711,12833378,FailoverSinkProcessor doesn't work on HDFSEventSink,,mark,Major,Patch Available,,28/May/15 10:39,02/Jun/15 06:26,
Bug,FLUME-2705,12832299,changes to isEndOfInput calculation in ResettableFileInputStream,jrufus,jrufus,Major,Open,,22/May/15 23:18,22/May/15 23:18,
Bug,FLUME-2699,12830583,Fix test resource with CRLF endings,,yeweichen,Major,Patch Available,,18/May/15 05:54,19/May/15 01:35,
Bug,FLUME-2697,12829944,org.apache.flume.clients.log4jappender.Log4jAppender reconnect logic,,abootman,Major,Open,,14/May/15 18:59,14/May/15 18:59,
Bug,FLUME-2695,12827623,error while starting flume,,pranilc,Major,Open,,06/May/15 11:26,06/May/15 11:26,
Bug,FLUME-2694,12827169,"when decodeErrorPolicy=IGNORE or REPLACE, malformedInput occur,ResettableFileInputStream readChar also throw exception",,guzhou,Major,Open,,05/May/15 07:29,05/May/15 07:29,
Bug,FLUME-2516,12749794,TestElasticSearchIndexRequestBuilderFactory fails with Locale != ENGLISH,smolav,smolav,Major,Patch Available,,22/Oct/14 14:54,04/May/15 21:50,
Bug,FLUME-2582,12764067,TestSpillableMemoryChannel crashes intermittently,,jrufus,Major,Open,,29/Dec/14 19:39,04/May/15 21:50,
Bug,FLUME-2510,12749455,TestHDFSEventSink.testCloseRemovesFromSFWriters fails with Hadoop 2 profile,smolav,smolav,Major,Open,,21/Oct/14 08:29,04/May/15 21:50,
Bug,FLUME-2330,12696615,Remove the MorphlineHandlerImpl configuration option from MorphlineSink,,hshreedharan,Major,Open,,21/Feb/14 19:38,04/May/15 21:50,
Bug,FLUME-2588,12767345,Kafka Components Need to be marked experimenal,,roshan_naik,Major,Open,,14/Jan/15 03:24,04/May/15 21:49,
Bug,FLUME-2546,12754587,HTTP Source docs should not that neither SSLv2Hello nor SSLv3 are supported,hshreedharan,hshreedharan,Major,Patch Available,,11/Nov/14 21:41,04/May/15 21:49,
Bug,FLUME-2199,12670174,Flume builds with new version require mvn install before site can be generated,abayer,abayer,Major,Patch Available,,23/Sep/13 22:54,04/May/15 21:49,
Bug,FLUME-2529,12751353,Kafka Source test fails: testBatchTime,,smolav,Major,Open,,29/Oct/14 10:39,04/May/15 21:49,
Bug,FLUME-2119,12656069,duplicate files cause flume to enter irrecoverable state,scaph01,jcoopere,Major,Open,,03/Jul/13 17:05,04/May/15 21:49,
Bug,FLUME-2483,12745301,TestLog.testMinimumRequiredSpaceTooSmallForPut failing,smolav,smolav,Major,Open,,01/Oct/14 16:43,04/May/15 21:49,
Bug,FLUME-2693,12826799,flume-hive-sink needs to cleanup after running tests,,jrufus,Major,Open,,03/May/15 15:21,03/May/15 15:21,
Bug,FLUME-2390,12716048,Flume-ElasticSearch Data gets posted multiple times when one of the event fail validation at elastic search sink for JSON Data,,deepakas1,Major,Open,,22/May/14 11:18,21/Apr/15 18:32,
Bug,FLUME-2661,12819174,Support timeout in ES Sink,,paliwalashish,Major,Open,,08/Apr/15 03:40,21/Apr/15 14:28,
Bug,FLUME-2682,12822125,The file channel is not wroking when the sink is fault for a long time.,,yinghua_zh,Major,Open,,19/Apr/15 03:57,20/Apr/15 03:52,
Bug,FLUME-2679,12821696,Make hbase-1 the default profile,jrufus,jrufus,Major,Resolved,Fixed,16/Apr/15 21:56,17/Apr/15 20:47,
Bug,FLUME-2678,12821693,Upgrade xalan to 2.7.2 to take care of CVE-2014-0107 vulnerability,jrufus,jrufus,Major,Resolved,Fixed,16/Apr/15 21:48,17/Apr/15 19:50,
Bug,FLUME-2626,12776075,Remove trustmanager-type from Thrift RPC client,jrufus,hshreedharan,Major,Resolved,Fixed,19/Feb/15 05:12,17/Apr/15 01:25,
Bug,FLUME-2657,12818729,Upgrade to Hive 1.0,hshreedharan,hshreedharan,Major,Resolved,Fixed,06/Apr/15 22:29,17/Apr/15 01:25,
Bug,FLUME-2645,12781749,ipFilter.rules property name is wrong ,jrufus,cwtree,Major,Resolved,Fixed,13/Mar/15 08:42,17/Apr/15 01:25,
Bug,FLUME-2420,12726736,HDFSEventSink#stop might throw ConcurrentModificationException,chenshangan521@163.com,chenshangan521@163.com,Major,Resolved,Fixed,11/Jul/14 04:10,17/Apr/15 01:21,
Bug,FLUME-2517,12749878,Performance issue: SimpleDateFormat constructor takes 30% of HDFSEventSink.process(),pkonyves,pkonyves,Major,Resolved,Fixed,22/Oct/14 20:50,17/Apr/15 01:21,
Bug,FLUME-2492,12745746,Flume's Kafka Source doesn't account time correctly,gwenshap,gwenshap,Major,Resolved,Fixed,03/Oct/14 15:06,17/Apr/15 01:21,
Bug,FLUME-2466,12741363,Embedded agent name cannot contain spaces,jrufus,hshreedharan,Major,Resolved,Fixed,14/Sep/14 22:17,17/Apr/15 01:21,
Bug,FLUME-2470,12742042,Kafka Sink and Source must use camel case for all configs.,gwenshap,hshreedharan,Major,Resolved,Fixed,17/Sep/14 04:30,17/Apr/15 01:21,
Bug,FLUME-2337,12698137,export JAVA_HOME in flume-env.sh.template and increase heap size,roshan_naik,roshan_naik,Major,Resolved,Fixed,01/Mar/14 21:28,17/Apr/15 01:21,
Bug,FLUME-2495,12746262,Kafka Source may miss events when channel is not available,gwenshap,gwenshap,Major,Resolved,Fixed,06/Oct/14 21:31,17/Apr/15 01:21,
Bug,FLUME-2479,12744401,Kafka property auto.commit.enable is incorrect for KafkaSource,gwenshap,hshreedharan,Major,Resolved,Fixed,26/Sep/14 21:03,17/Apr/15 01:21,
Bug,FLUME-2346,12700785,idLogFileMap in Log can lose track of file ids,jrufus,szesch,Major,Resolved,Fixed,11/Mar/14 19:03,17/Apr/15 01:21,
Bug,FLUME-2366,12708961,Release 1.5 Umbrella jira,hshreedharan,hshreedharan,Major,Resolved,Fixed,17/Apr/14 00:54,17/Apr/15 00:58,
Bug,FLUME-2578,12763100,Kafka source throws NPE if Kafka record has null key,gwenshap,gwenshap,Major,Resolved,Fixed,21/Dec/14 00:24,17/Apr/15 00:19,
Bug,FLUME-2148,12662213,Windows : Add  flume-env.ps1,roshan_naik,roshan_naik,Major,Resolved,Fixed,06/Aug/13 20:41,17/Apr/15 00:19,
Bug,FLUME-2658,12818731,Upgrade to Hbase 1.0,roshan_naik,roshan_naik,Major,Resolved,Fixed,06/Apr/15 22:34,16/Apr/15 00:17,
Bug,FLUME-2586,12765893,HDFS Sink should have an option to try rename even if close fails,jrufus,jrufus,Major,Resolved,Fixed,08/Jan/15 23:31,15/Apr/15 00:46,
Bug,FLUME-2595,12769183,Add option to checkpoint on file channel shutdown,roshan_naik,roshan_naik,Major,Resolved,Fixed,22/Jan/15 02:33,13/Apr/15 23:35,
Bug,FLUME-2500,12747653,Add a channel that uses Kafka ,hshreedharan,hshreedharan,Major,Resolved,Fixed,13/Oct/14 06:03,13/Apr/15 16:34,
Bug,FLUME-2666,12820328,jdbc channel does not store in  persistent storage,,dvohra,Major,Open,,11/Apr/15 16:39,11/Apr/15 16:39,
Bug,FLUME-2375,12711438,HDFS sink's fail to recover from datanode unavailability,,dstendardi,Major,Open,,30/Apr/14 10:24,10/Apr/15 19:34,
Bug,FLUME-2659,12818869,s3 sink unable to recover,,mn080202,Major,Open,,07/Apr/15 09:29,07/Apr/15 09:29,
Bug,FLUME-2655,12818657,Monitoring should start before all other components,hshreedharan,hshreedharan,Major,Open,,06/Apr/15 18:22,07/Apr/15 08:00,
Bug,FLUME-1934,12635955,Spoolingdir source exception when reading multiple   zero size files ,granthenke,ablozhou,Major,Resolved,Fixed,08/Mar/13 03:58,07/Apr/15 02:40,
Bug,FLUME-2624,12775081,Improve Hive Sink performance,deepesh,deepesh,Major,Resolved,Fixed,14/Feb/15 00:46,07/Apr/15 00:42,
Bug,FLUME-2650,12785258,Sinkgroup round robin load balancer hits first sink repeatedly,,tchng,Major,Open,,24/Mar/15 18:45,26/Mar/15 18:36,
Bug,FLUME-2648,12783085,File Channel restarts can fail if metadata file creation fails during file roll,hshreedharan,hshreedharan,Major,Open,,19/Mar/15 00:38,19/Mar/15 00:38,
Bug,FLUME-2644,12781697,"the property ""compression-level"" in avro sink is not used,it's a fixed value in source code.",,cwtree,Major,Open,,13/Mar/15 01:46,13/Mar/15 01:46,
Bug,FLUME-2639,12780585,SecureThriftRpcClient client privileged calls throw IllegalAccessError,jrufus,jrufus,Major,Resolved,Fixed,09/Mar/15 19:35,10/Mar/15 22:05,
Bug,FLUME-2638,12780013,javax.net.ssl.SSLPeerUnverifiedException: peer not authenticated,,gblazer,Major,Open,,06/Mar/15 08:37,06/Mar/15 08:37,
Bug,FLUME-2625,12775336,There are several unstable tests within FLUME,,trex58,Major,Open,,16/Feb/15 11:26,03/Mar/15 14:18,
Bug,FLUME-2527,12751313,Unstable java option,jrufus,mungeol,Major,Open,,29/Oct/14 06:05,02/Mar/15 00:28,
Bug,FLUME-2429,12728809,Callable timed out in HDFS sink,,jaoo62,Major,Open,,22/Jul/14 08:59,01/Mar/15 13:52,
Bug,FLUME-2456,12739568,Unable to use FileChannel on Flume 1.5.0.1,jrufus,huckphin,Major,Open,,05/Sep/14 19:02,01/Mar/15 13:41,
Bug,FLUME-2507,12748721,File Channel cannot support massive capacities,jrufus,hshreedharan,Major,Open,,16/Oct/14 21:27,01/Mar/15 13:33,
Bug,FLUME-2518,12750175,0 byte .flumespool-main.meta interrupts flume reading out of source spooling directory,jrufus,azafir,Major,Open,,23/Oct/14 19:44,01/Mar/15 13:32,
Bug,FLUME-2633,12777340,Update Kite dependency to 1.0.0,tomwhite,tomwhite,Major,Resolved,Fixed,24/Feb/15 23:14,27/Feb/15 00:52,
Bug,FLUME-1672,12614107,Add string support for metrics,,hshreedharan,Major,Open,,30/Oct/12 23:46,20/Feb/15 02:42,
Bug,FLUME-2214,12673973,FileChannelIntegrityTool needs documentation in user guide,paliwalashish,roshan_naik,Major,Resolved,Fixed,15/Oct/13 20:22,19/Feb/15 23:39,
Bug,FLUME-1721,12616533,SpoolDirectorySource stop should shutdown executor,,brocknoland,Major,Resolved,Not A Problem,17/Nov/12 15:53,19/Feb/15 06:34,
Bug,FLUME-2621,12774249,Maven is lost with Flume test failure with IBM JVM,,trex58,Major,Open,,11/Feb/15 16:16,11/Feb/15 17:10,
Bug,FLUME-2615,12772596,commons-lang is missing from sdk and junit is missing from kafka-channel pom,hshreedharan,hshreedharan,Major,Open,,05/Feb/15 05:44,05/Feb/15 05:44,
Bug,FLUME-2496,12746532,Disable the Parquet format in DatasetSink,fwiffo,fwiffo,Major,Resolved,Won't Fix,07/Oct/14 22:52,29/Jan/15 02:06,
Bug,FLUME-2543,12753438,Add support for Parquet datasets to the DatasetSink,fwiffo,fwiffo,Major,Resolved,Duplicate,06/Nov/14 17:07,29/Jan/15 02:06,
Bug,FLUME-2598,12769846,Deprecate usage of CounterGroup class,,paliwalashish,Major,Open,,24/Jan/15 12:19,24/Jan/15 12:19,
Bug,FLUME-2581,12763576,File Channel replay speed improvement,,roshan_naik,Major,Open,,23/Dec/14 23:06,22/Jan/15 19:05,
Bug,FLUME-2594,12769106,Close Async HBase Client if there are large number of consecutive timeouts,hshreedharan,hshreedharan,Major,Resolved,Fixed,21/Jan/15 21:01,21/Jan/15 22:49,
Bug,FLUME-2568,12759322,Additional fix for TestReliableSpoolingFileEventReader,jrufus,jrufus,Major,Resolved,Fixed,04/Dec/14 00:25,17/Jan/15 01:42,
Bug,FLUME-2556,12756281,TestBucketPath.testDateFormatHours fails intermittently,jrufus,jrufus,Major,Resolved,Fixed,19/Nov/14 01:48,18/Dec/14 22:42,
Bug,FLUME-2547,12754591,Removing SSLv2Hello causes Java 6 clients to break,hshreedharan,hshreedharan,Major,Resolved,Fixed,11/Nov/14 21:58,18/Dec/14 02:06,
Bug,FLUME-2564,12758288,Failover processor does not kick-in for HDFS sink on IOException,aprabhakar,aprabhakar,Major,Patch Available,,27/Nov/14 22:37,17/Dec/14 02:06,
